#,query,label
147,现金添利的具体信息要上哪去查啊,如何查询现金添利详细信息
148,什么地方能查到有多少的现金添利,如何查询现金添利详细信息
149,现金添利的交易情况要怎么查啊,如何查询现金添利详细信息
150,官网上能查现金添利明细吗,如何查询现金添利详细信息
151,我这个账户的网点号在哪里查,如何查询开户客户的网点号
152,我能自己查到自己的网点号吗,如何查询开户客户的网点号
153,在哪里能看到君系列产品的具体明细,如何查询君系列产品明细
154,君系列产品怎么查详细的情况,如何查询君系列产品明细
155,君系列产品的详细情况在哪里有,如何查询君系列产品明细
156,要怎么查股票的红利有没有到账,如何查询股票红利是否到账
157,股票红利有没有到账要在哪里查啊,如何查询股票红利是否到账
158,怎么查我的股票红利发给我了没,如何查询股票红利是否到账
159,股票红利的到账情况要怎么看啊,如何查询股票红利是否到账
160,在哪里能看到我购买的理财产品,如何查询购买的理财产品
161,我想看看我买的理财产品有哪些要怎么办,如何查询购买的理财产品
162,营业厅可以查询我的理财产品数量吗,如何查询购买的理财产品
163,怎么查我买了什么理财产品,如何查询购买的理财产品
164,融资融券的对账单是怎么开通的,融资融券对账单如何开通
165,融资融券对账单要上哪去开通啊,融资融券对账单如何开通
166,参加了融资融券电子账单会自动发给我吗,融资融券对账单如何开通
167,需要我确认才能开通融资融券的账单吗,融资融券对账单如何开通
168,上海临平路营业部的服务电话是多少,临平路营业部的联系方式
169,上海临平路营业部在哪里,临平路营业部的联系方式
170,乐清旭阳路营业部的服务电话是多少啊,乐清旭阳路营业部的联系方式
171,我家在乐清旭阳路附近的营业厅怎么走,乐清旭阳路营业部的联系方式
172,乐清柳市的营业部在哪里,乐清柳市营业部的联系方式
173,打车去乐清柳市的营业部，怎么给司机师傅说具体地址,乐清柳市营业部的联系方式
174,怎么联系乐清虹桥营业部,乐清虹桥营业部的联系方式
175,虹桥营业部要去的话怎么走,乐清虹桥营业部的联系方式
176,怎么联系乐都营业部,乐都(原茸城)营业部的联系方式
177,乐都营业部的投资客户经理怎么联系,乐都(原茸城)营业部的联系方式
178,现金添利的统计菜单的明细要怎么查啊,开通现金添利统计菜单中明细菜单如何操作查询
179,现金添利统计菜单的明细是从哪里点进去的,开通现金添利统计菜单中明细菜单如何操作查询
180,我想看一下现金添利统计菜单的明细,开通现金添利统计菜单中明细菜单如何操作查询
181,现金添利的明细菜单能根据客户号来进行筛选查找吗,开通现金添利统计菜单中明细菜单可以筛选哪些内容进行查询
182,开的现金添利的明细菜单的筛选条件有很多吧,开通现金添利统计菜单中明细菜单可以筛选哪些内容进行查询
183,现金添利统计菜单中明细菜单开通后能查我的证件号吗,开通现金添利统计菜单中明细菜单可以查询哪些内容
184,我的客户号可能在现金添利统计菜单的明细菜单中查到吗,开通现金添利统计菜单中明细菜单可以查询哪些内容
185,开通现金添利统计菜单中汇总菜单的数据怎么导出,开通现金添利统计菜单中汇总菜单如何操作查询
186,这现金添利统计菜单的汇总菜单查询要走的流程都有哪些,开通现金添利统计菜单中汇总菜单如何操作查询
187,开通现金添利的统计菜单中汇总菜单后可以用哪些条件进行筛选,开通现金添利统计菜单中汇总菜单可以筛选哪些内容进行查询
188,现金添利统计汇总菜单能不能汇总最近几个月的内容,开通现金添利统计菜单中汇总菜单可以筛选哪些内容进行查询
189,我开通现金添利统计菜单的汇总菜单，可根据什么来快速筛选出需要的东西,开通现金添利统计菜单中汇总菜单可以筛选哪些内容进行查询
190,开的现金添利菜单汇总菜单能在里面查到所有要查的东西吗,开通现金添利统计菜单中汇总菜单可以查询哪些内容
191,我能在现金添利统计菜单的汇总菜单查到我开通现金添利的数量吗,开通现金添利统计菜单中汇总菜单可以查询哪些内容
192,开户绑定的明细菜单可根据什么条件来进行筛选查找,开户绑定统计菜单中明细菜单可以筛选哪些内容进行查询
193,营业部编码也能够在开户绑定统计菜单的明细菜单查到,开户绑定统计菜单中明细菜单可以查询哪些内容
194,我看到开户绑定统计菜单中的汇总界面有个开户数，是说有多少人开户了吗,开户绑定统计菜单中汇总界面的开户数是什么意思
195,开户统计汇总界面的开户数是怎么来的,开户绑定统计菜单中汇总界面的开户数是什么意思
196,开户的那个汇总界面上显示的开户数是指什么,开户绑定统计菜单中汇总界面的开户数是什么意思
197,开户统计的那个菜单上的开户数是指什么数据,开户绑定统计菜单中汇总界面的开户数是什么意思
198,开户绑定统计菜单汇总界面的开户绑定数是指开户后绑定的人数吗,开户绑定统计菜单中汇总界面的开户绑定数是什么意思
199,在开户绑定统计菜单的汇总界面的绑定数是用来统计多少人绑定了吗,开户绑定统计菜单中汇总界面的绑定数是什么意思
200,开户绑定统计菜单的汇总界面的绑定数有啥意义吗,开户绑定统计菜单中汇总界面的绑定数是什么意思
201,开户绑定的汇总菜单中有个？，是用来干嘛的,开户绑定统计菜单中汇总界面操作栏里的？有什么作用
202,开户绑定菜单栏里面的问号有什么功能,开户绑定统计菜单中汇总界面操作栏里的？有什么作用
203,开户绑定统计里的问号是干什么的,开户绑定统计菜单中汇总界面操作栏里的？有什么作用
204,不知道这开户绑定统计菜单的汇总页面能根据我的开户时间来筛选,开户绑定统计菜单中汇总菜单可以筛选哪些内容进行查询
205,开户绑定统计菜单的汇总页面能看到有多少人开户绑定了吧,开户绑定统计菜单中汇总菜单可以查询哪些内容
206,九亭网点的联系方式给我一下,九亭营业部的联系方式
207,你有没有九亭营业部的电话号码啊,九亭营业部的联系方式
208,金山网点的联系方式给我一下,金山营业部的联系方式
209,你有没有金山营业部的电话号码啊,金山营业部的联系方式
210,应该怎么联系金华义乌稠州北路营业部,金华义乌稠州北路营业部的联系方式
211,你有没有金华义乌稠州北路营业部的电话号码啊,金华义乌稠州北路营业部的联系方式
212,离职申请是在什么情况下提出的,何时需要进行离职申请
213,在哪个地方进行离职申请啊,何时需要进行离职申请
214,在什么时候需要提出离职申请,何时需要进行离职申请
215,融资融券对账单几号发给我,何时能收到融资融券的对账单
216,你们什么时候发融资融券对账单呢,何时能收到融资融券的对账单
217,不知道融资融券对账单每月几号能收到,何时能收到融资融券的对账单
218,股息差别税是按照什么公式算的呢,股息差别税计算方法
219,股息差别税是怎么算的,股息差别税计算方法
220,不知道怎么算股息差别税啊,股息差别税计算方法
221,我想知道股息差别税是怎么得出来的,股息差别税计算方法
222,我要查一下公司官网,公司官网是什么
223,公司链接,公司官网是什么
224,公司的官网网址是多少,公司官网是什么
225,给我公司的网址,公司官网是什么
226,麻烦把高安路营业厅的服务热线给我,高安路营业部的联系方式
227,有没有高安路网点的联络电话,高安路营业部的联系方式
228,港股通里说的那个供股是指什么呢,港股通供股
229,港股通供股是什么意思啊,港股通供股
230,港股通的那个供股是什么啊,港股通供股
231,你有没有定西路营业部的电话号码啊,定西路营业部的联系方式
232,定西路网点的联系方式给我一下,定西路营业部的联系方式
233,你有没有大统路营业部的电话号码啊,大统路营业部的联系方式
234,大统路网点的联系方式给我一下,大统路营业部的联系方式
235,你有没有大连民主广场营业部的电话号码啊,大连民主广场（原同兴街）营业部的联系方式
236,应该怎么联系大连民主广场营业部,大连民主广场（原同兴街）营业部的联系方式
237,在除权除息之后要怎么算股价啊,除权除息后股价计算方法
238,有没有股票的除息参考价格,除权除息后股价计算方法
239,除权除息后股价应该怎么算啊,除权除息后股价计算方法
240,除权除息之后是按照什么公式来算股票价格的,除权除息后股价计算方法
241,应该怎么联系北京万寿路营业部,北京万寿路营业部的联系方式
242,北京万寿路网点的联系方式给我一下,北京万寿路营业部的联系方式
243,北京和平里北街网点的联系方式给我一下,北京和平里北街营业部的联系方式
244,你有没有北京和平里北街营业部的电话号码啊,北京和平里北街营业部的联系方式
245,你有没有北京朝阳弘燕路营业部的电话号码啊,北京朝阳弘燕路营业部的联系方式
246,北京朝阳弘燕路网点的联系方式给我一下,北京朝阳弘燕路营业部的联系方式
247,堡镇的网点联系电话是多少,堡镇营业部的联系方式
248,我应该怎么和堡镇取得联系呢,堡镇营业部的联系方式
249,h5推荐开户是怎么查找信息的,H5推荐开户查询如何操作
250,h5推荐开户查询能导出表格吗,H5推荐开户查询如何操作
251,h5推荐开户查询菜单能精确搜索到哪些客户信息啊,H5推荐开户查询菜单可以筛选哪些内容进行查询
252,h5推荐开户查询菜单能看到总资产吗,H5推荐开户查询菜单可以查询哪些内容
253,h5推荐开户查询菜单能搜索哪些客户信息啊,H5推荐开户查询菜单可以查询哪些内容
254,h5开户信息查询能导出表格吗,H5开户信息查询如何操作
255,h5开户信息是怎么查找信息的,H5开户信息查询如何操作
256,h5开户信息查询菜单能精确搜索到开户渠道不,H5开户信息查询菜单可以筛选哪些内容进行查询
257,h5开户信息查询菜单栏能筛选哪些内容啊,H5开户信息查询菜单可以筛选哪些内容进行查询
258,h5开户信息查询菜单中能看到我账户的哪些信息呢,H5开户信息查询菜单可以查询哪些内容
259,不知道H5开户菜单支持查询什么信息啊,H5开户菜单能够查询哪些内容
260,H5开户菜单能看到预约信息吗,H5开户菜单能够查询哪些内容
261,H5开户那个选项里都能办理哪些业务,H5开户菜单能够查询哪些内容
262,不知道B股的最后交易日是什么意思,"B股进行分红时，""最后交易日""是什么意思"
263,我今天买的B股哪天能卖出去,B股交收规则
264,介绍下B股交收的原则吧,B股交收规则
265,今天申购的B股什么时候能卖出,B股交收规则
266,B股的交收规则是怎么样的,B股交收规则
267,担保品划转的钱几天能到账啊,担保品划转到账的时间
268,担保证券提取要过多少天才能到账啊,担保品划转到账的时间
269,什么时候担保现金提取到账,担保品划转到账的时间
270,哪天担保划转才能到账,担保品划转到账的时间
271,什么是b股的换手率,换手率含义
272,换手率快速表示了什么,换手率含义
273,a股换手率快速表示了什么,换手率含义
274,股票换手率的介绍,换手率含义
275,A股集合竞价是什么时候,股票交易时间
276,股票交易的时间规定是怎样的,股票交易时间
277,B股集合竞价的时间是什么时候,股票交易时间
278,股票交易的固定营业时间,股票交易时间
279,购买创业板有风险吗,创业板相关业务风险
280,购买创业板风险详细介绍,创业板相关业务风险
281,创业板亏钱吗,创业板相关业务风险
282,不知道哪些因素构成了创业板的业务风险,创业板相关业务风险
283,把其他券商的创业板账户转过来,创业板转签如何办理
284,创业板转签是要去营业部还是自己上网就能弄,创业板转签如何办理
285,我想问下以前证券公司创业板如何转入贵公司账户,创业板转签如何办理
286,创业板转签的办理方法是怎么样的,创业板转签如何办理
287,港股通股票涨幅的规定,港股通的涨跌幅
288,港股通涨跌大概在什么范围内,港股通的涨跌幅
289,港股通涨跌多少有规定吗,港股通的涨跌幅
290,港股通股票涨跌幅限制跟A股一样吗,港股通的涨跌幅
291,创业板交易收取多少手续费,创业板交易费用
292,创业板的交易费用和其他版块一样吗,创业板交易费用
293,创业板的买卖费用是由那几部分组成的,创业板交易费用
294,二板市场股票的交易佣金是按什么比例收取的,创业板交易费用
295,3开头的股票是不是表示创业板股票,创业板股票的交易代码
296,主板股票是600开头创业板也一样吗,创业板股票的交易代码
297,不知道创业板的股票是以什么开头的啊,创业板股票的交易代码
298,创业板市场股票代码是怎么组成的,创业板股票的交易代码
299,为什么A股股票分红之后价格会下跌,A股股票分红后价格下跌的原因
300,A股股票分红后怎么掉价了,A股股票分红后价格下跌的原因
301,a股股票分红价格会下降吗,A股股票分红后价格下跌的原因
302,A股股票刚分完红价格就没升上来,A股股票分红后价格下跌的原因
303,取消创业板权限的方法,个人投资者创业板的关闭方法
304,个人投资者的创业板开通以后不想要了怎么关呢,个人投资者创业板的关闭方法
305,不要创业板权限的取消方法,个人投资者创业板的关闭方法
306,有哪些办法可以取消我的创业板呢,个人投资者创业板的关闭方法
307,创业板过户费是怎么算的,创业板交易是否收取过户费
308,创业板过户交易贵么,创业板交易是否收取过户费
309,买创业板股票是不要缴过户费的吧,创业板交易是否收取过户费
310,创业板交易过户费用是免费的吗,创业板交易是否收取过户费
311,我申请了账户对账单是每个月几号发呢,何时收到对账单
312,每个月的几号发电子对账单,何时收到对账单
313,这个月的对账单我怎么还没拿到手,何时收到对账单
314,不知道电子对账单每月几号能收到,何时收到对账单
315,股票停牌一直到重新挂牌上市要几天啊,股票停牌时间有多久
316,有一只股票已经停牌两个月了还要多久才会复牌,股票停牌时间有多久
317,复牌时间有没有定,股票停牌时间有多久
318,股票停牌时间规定是多长啊,股票停牌时间有多久
319,担保品划转的时候会产生哪些费用呢,担保品划转费用
320,不知道担保品划转收不收手续费啊,担保品划转费用
321,担保品划转要收取多少费用,担保品划转费用
322,担保证券划转收钱吗,担保品划转费用
323,划转担保品有时间限制吗,担保品划转时间
324,一天中几点到几点是可以进行担保品划转的呢,担保品划转时间
325,担保品划转是交易日吗,担保品划转时间
326,每天能进行担保品划转的时间是几点到几点,担保品划转时间
327,你解释一下担保品划转后成本价和原价不一样是怎么回事,担保品划转后成本价为什么与原先的不一致
328,担保品划转之后成本价较之前有波动是什么情况,担保品划转后成本价为什么与原先的不一致
329,担保品划转后成本价跟之前相比怎么有差价啊,担保品划转后成本价为什么与原先的不一致
330,担保品划转后成本价与原先怎么不一样了,担保品划转后成本价为什么与原先的不一致
331,我想知道我的A股红利多久才到我的账户,A股红利、红股到账时间
332,人民币普通股红利什么时候到账,A股红利、红股到账时间
333,A股红利是在什么时候到账的,A股红利、红股到账时间
334,前几天我持有的A股股票分红了，但是一直没有给我发放红利，怎么回事呢？,A股红利、红股到账时间
335,拿到可转换公司债券利息的时间,可转债什么时候支付利息
336,可转债的利息什么时候付,可转债什么时候支付利息
337,可转债利息的结算时间是怎么安排的,可转债什么时候支付利息
338,可转换公司债券的付息时间,可转债什么时候支付利息
339,创业板的开通需要用到哪些资料,创业板的开通方式
340,我有一个股票账户，想把创业板权权限开通应该怎么弄,创业板的开通方式
341,开通创业板一定要去营业部吗,创业板的开通方式
342,开户了以后可以立刻开通创业板吗,创业板的开通方式
343,开设a股账户的操作方法,怎么开立A股证券账户
344,在哪能办理A股账户开户业务呢,怎么开立A股证券账户
345,开立A股账户的具体做法,怎么开立A股证券账户
346,a股账户业务的证券公司申请开一个a股账户的办法,怎么开立A股证券账户
347,我想咨询一下这个交易佣金是不是有什么调整啊,能否调整佣金
348,一笔交易的佣金的多少是怎么规定的,能否调整佣金
349,佣金太高了能稍微降一点吗,能否调整佣金
350,你跟我讲讲这个交易佣金有没有涨啊,能否调整佣金
351,可充抵保证金证券发生要约收购的处理流程是什么,可充抵保证金证券发生要约收购的处理
352,如果可充抵保证金的证券涉及到要约收购的话应该怎么办呢,可充抵保证金证券发生要约收购的处理
353,担保的股票如何进行要求收购操作,可充抵保证金证券发生要约收购的处理
354,可以通过什么方式处理可充抵保证金证券发生要约收购的问题,可充抵保证金证券发生要约收购的处理
355,A股要分红的股息是不是要办什么手续啊,A股股票分红的领取方法
356,A股分红应该去哪拿,A股股票分红的领取方法
357,怎么领取A股的股票红利,A股股票分红的领取方法
358,想领取A股股票分红有什么操作吗,A股股票分红的领取方法
359,港股通的交收规则是怎么样的,港股通的交收
360,港股通交收是怎么算的,港股通的交收
361,港股通股票的交易制度是什么,港股通的交收
362,港股通的交收制度是怎样的,港股通的交收
363,转出的担保物都满足了几点要求,转出担保物的条件
364,转出担保物时需要注意什么吗,转出担保物的条件
365,满足什么条件可以担保汇出,转出担保物的条件
366,担保比例超过多少才能转出担保物,转出担保物的条件
367,市价委托的风险高吗,市价委托的风险
368,市价委托要注意什么风险,市价委托的风险
369,市价委托有什么风险吗,市价委托的风险
370,市价委托是不是有很大的风险,市价委托的风险
371,A股股票的那个成本价和成交价分别是什么,A股股票成本价与成交价的区别
372,A股成交价是不是就是指成本价啊,A股股票成本价与成交价的区别
373,A股的成本价和成交价不是一个意思吗,A股股票成本价与成交价的区别
374,那个A股一会儿成本价一会儿成交价我都乱了,A股股票成本价与成交价的区别
375,封转开怎么办,如何办理“封转开”
376,基金由封闭式转成开放式要怎么操作,如何办理“封转开”
377,达到什么条件的投资者可以进行基金封转开,如何办理“封转开”
378,我想要封闭式转开放式的基金,如何办理“封转开”
379,新开的股东账户为什么不能马上就进行委托,股票无法正常委托或委托废单的原因
380,为什么股票委托总是出情况啊,股票无法正常委托或委托废单的原因
381,为什么我想买一只股票却老是无法正常委托,股票无法正常委托或委托废单的原因
382,股份无法委托申报是什么情况,股票无法正常委托或委托废单的原因
383,股票停牌后被调出担保品范围要多长时间,股票停牌后被调出担保品范围的时间
384,股票停牌多久就不能作为担保品了,股票停牌后被调出担保品范围的时间
385,股票停牌了在多长时间后会调出担保品范围,股票停牌后被调出担保品范围的时间
386,股票停牌之后一般多久会被调出担保品呢,股票停牌后被调出担保品范围的时间
387,给个微信号呗,公司微信是哪个
388,在微信输入上海证券就能收到你们的公众号,公司微信是哪个
389,你们公众号是什么,公司微信是哪个
390,你们公司的微信号是啥啊,公司微信是哪个
391,创业板转签后马上有效还是过两天有效,创业板转签成功后生效时间
392,我刚才办的创业板转签是不是现在就生效了,创业板转签成功后生效时间
393,创业板转签成功之后是不是立刻就能进行交易了,创业板转签成功后生效时间
394,创业板转签生效时间,创业板转签成功后生效时间
395,不能转签,创业板转签不成功的原因
396,我在华泰那明明开通了创业板怎么转签不了呢,创业板转签不成功的原因
397,为啥无法转签,创业板转签不成功的原因
398,创业板转签失败原因,创业板转签不成功的原因
399,保证金可用余额是怎么算的,保证金可用余额的计算公式
400,保证金可用余额要怎么算啊,保证金可用余额的计算公式
401,当前可使用的保证金是怎么算出来的,保证金可用余额的计算公式
402,保证金可用余额是怎么算出来的,保证金可用余额的计算公式
403,哪些是A股分红的转增和送股的的不同之处,A股分红的转增和送股的区别
404,A股分红的转增和送股的有何不同,A股分红的转增和送股的区别
405,A股分红的转增和送股的区别是什么,A股分红的转增和送股的区别
406,A股分红的转增和送股有什么差别,A股分红的转增和送股的区别
407,融资融券补仓的机会和额度要怎么来定呢,融资融券账户什么情况下投资者需要补仓，补仓额应该如何计算
408,融资融券补仓的额度怎么算呢,融资融券账户什么情况下投资者需要补仓，补仓额应该如何计算
409,融资融券账户补仓是账户的资金少于多少了,融资融券账户什么情况下投资者需要补仓，补仓额应该如何计算
410,证券公司说我融资融券担保比例过低让我补仓那我应该补多少,融资融券账户什么情况下投资者需要补仓，补仓额应该如何计算
411,不知道电子对账单什么时候能开通啊,电子对账单开通流程
412,电子对账单在什么时间段可以开通,电子对账单开通流程
413,电子对账单能打客服开通吗,电子对账单开通流程
414,现在哪些客户端支持订阅电子对账单啊,电子对账单开通流程
415,哪些是保证金可用余额,保证金可用余额由哪些部分组成
416,融资保证金可用余额除了现金还有什么,保证金可用余额由哪些部分组成
417,保证金可用余额的构成成分,保证金可用余额由哪些部分组成
418,哪些资金属于保证金可用余额,保证金可用余额由哪些部分组成
419,我不知道怎么卖出封闭式基金,封闭式基金如何买卖
420,如何将我的封闭式基金进行价格委托,封闭式基金如何买卖
421,封闭式基金应该怎么买卖,封闭式基金如何买卖
422,封闭式基金交易是怎么操作的呢,封闭式基金如何买卖
423,每股净资产的含义是干嘛的,A股每股净资产含义
424,不了解每股净资产，可以说一下吗,A股每股净资产含义
425,什么是股票每股净资产的含义,A股每股净资产含义
